[2026-01-16T01:53:19.152Z] ACCESS: superadmin@ev.com | URL: /clinics | TokenRole: undefined
[2026-02-13T11:52:29.258Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:52:36.571Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:52:36.596Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:52:36.632Z] ACCESS: sonu@gmail.com | URL: /booking-config | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:52:36.652Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:52:36.670Z] ACCESS: sonu@gmail.com | URL: /booking-config | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:52:36.695Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:52:38.163Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:52:48.150Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:52:58.152Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:53:08.737Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:53:18.689Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:53:28.701Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:53:38.702Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:53:48.692Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:53:58.687Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:54:39.690Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:12.250Z] ACCESS: sonu@gmail.com | URL: /booking-config | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:20.826Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:28.695Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:35.597Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:35.620Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:35.713Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:35.726Z] ACCESS: sonu@gmail.com | URL: /appointments | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:35.734Z] ACCESS: sonu@gmail.com | URL: /patients | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:35.752Z] ACCESS: sonu@gmail.com | URL: /invoices | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:35.777Z] ACCESS: sonu@gmail.com | URL: /staff | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:35.824Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:35.842Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:35.881Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:35.924Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:35.927Z] ACCESS: sonu@gmail.com | URL: /booking-config | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:35.952Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:35.987Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:36.032Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:36.080Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:36.112Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:36.135Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:36.163Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:36.186Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:36.212Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:36.240Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:36.260Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:45.664Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:47.474Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:47.493Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:47.517Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:47.535Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:48.487Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:48.508Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:48.585Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:48.600Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:55.655Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:58.914Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:58.948Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:58.983Z] ACCESS: sonu@gmail.com | URL: /booking-config | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:59.010Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:59.051Z] ACCESS: sonu@gmail.com | URL: /booking-config | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:55:59.078Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:56:05.661Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:56:06.012Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:56:06.032Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:56:06.056Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:56:06.081Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:56:15.677Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:56:25.664Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:56:36.472Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:56:45.688Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:56:55.692Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:05.693Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:14.430Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:14.451Z] ACCESS: sonu@gmail.com | URL: /select-clinic | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:14.536Z] ACCESS: sonu@gmail.com | URL: /patients | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:14.544Z] ACCESS: sonu@gmail.com | URL: /invoices | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:14.567Z] ACCESS: sonu@gmail.com | URL: /staff | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:14.569Z] ACCESS: sonu@gmail.com | URL: /appointments | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:15.227Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:15.245Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:15.319Z] ACCESS: sonu@gmail.com | URL: /appointments | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:15.348Z] ACCESS: sonu@gmail.com | URL: /stats?role=RECEPTIONIST | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:15.358Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:15.379Z] ACCESS: sonu@gmail.com | URL: /activities | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:15.386Z] ACCESS: sonu@gmail.com | URL: /patients | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:15.413Z] ACCESS: sonu@gmail.com | URL: /invoices | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:15.543Z] ACCESS: sonu@gmail.com | URL: /staff | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:15.552Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:15.597Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:15.611Z] ACCESS: sonu@gmail.com | URL: /activities | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:15.630Z] ACCESS: sonu@gmail.com | URL: /stats?role=RECEPTIONIST | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:15.728Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:15.791Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:15.820Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:15.874Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:15.906Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:15.952Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:15.982Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:16.011Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:16.039Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:16.076Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:16.099Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:16.120Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:16.144Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:16.165Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:16.184Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:17.788Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:17.810Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:25.282Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:35.289Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:45.294Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:57:55.274Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:58:05.288Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:58:15.284Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:58:25.356Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:58:35.696Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:58:45.693Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:58:55.693Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:59:05.698Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:59:15.703Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:59:25.275Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:59:35.690Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:59:45.399Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T11:59:55.280Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:00:05.294Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:00:15.275Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:00:25.696Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:00:35.695Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:00:45.692Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:00:55.691Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:01:05.694Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:01:15.705Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:01:39.701Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:16.483Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:25.729Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:30.150Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:30.172Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:30.213Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:30.241Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:30.261Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:30.295Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:30.356Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:30.389Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:35.272Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:35.295Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:35.313Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:35.363Z] ACCESS: sonu@gmail.com | URL: /stats?role=RECEPTIONIST | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:35.374Z] ACCESS: sonu@gmail.com | URL: /activities | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:35.406Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:35.452Z] ACCESS: sonu@gmail.com | URL: /activities | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:35.454Z] ACCESS: sonu@gmail.com | URL: /stats?role=RECEPTIONIST | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:35.469Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:36.797Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:36.816Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:36.861Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:36.886Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:36.954Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:36.984Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:37.031Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:37.085Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:37.135Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:37.167Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:39.433Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:39.454Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:39.507Z] ACCESS: sonu@gmail.com | URL: /stats?role=RECEPTIONIST | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:39.511Z] ACCESS: sonu@gmail.com | URL: /activities | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:39.512Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:39.579Z] ACCESS: sonu@gmail.com | URL: /activities | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:39.593Z] ACCESS: sonu@gmail.com | URL: /stats?role=RECEPTIONIST | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:39.630Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:40.582Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:40.601Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:40.645Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:40.675Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:42.385Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:42.411Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:42.507Z] ACCESS: sonu@gmail.com | URL: /stats?role=RECEPTIONIST | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:42.511Z] ACCESS: sonu@gmail.com | URL: /activities | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:42.517Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:42.578Z] ACCESS: sonu@gmail.com | URL: /activities | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:42.591Z] ACCESS: sonu@gmail.com | URL: /stats?role=RECEPTIONIST | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:42.599Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:43.959Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:43.981Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:44.014Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:44.060Z] ACCESS: sonu@gmail.com | URL: /clinics/my | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:02:45.295Z] ACCESS: sonu@gmail.com | URL: /unread-count | DbRole: RECEPTIONIST | TokenRole: RECEPTIONIST
[2026-02-13T12:03:54.382Z] ACCESS: superadmin@ev.com | URL: /clinics | DbRole: SUPER_ADMIN | TokenRole: SUPER_ADMIN
